PASSENGERS,FREIGHT,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,YEAR,MONTH,CLASS
1478.0,0.0,182.0,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,PIT,"Pittsburgh, PA",IAD,"Washington, DC",2025,5,F
1479.0,0.0,967.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,CLE,"Cleveland, OH",SRQ,"Sarasota/Bradenton, FL",2025,7,F
1479.0,0.0,977.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,AUS,"Austin, TX",ORD,"Chicago, IL",2025,6,F
1479.0,0.0,1051.0,G4,Allegiant Air,G4,Allegiant Air,AUS,"Austin, TX",PVU,"Provo, UT",2025,3,F
1479.0,0.0,1154.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,CMH,"Columbus, OH",DEN,"Denver, CO",2025,8,F
1480.0,0.0,1021.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,CLE,"Cleveland, OH",DFW,"Dallas/Fort Worth, TX",2025,3,F
1482.0,0.0,1590.0,G4,Allegiant Air,G4,Allegiant Air,IND,"Indianapolis, IN",LAS,"Las Vegas, NV",2025,3,F
1483.0,0.0,409.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,BNA,"Nashville, TN",ORD,"Chicago, IL",2025,11,F
1483.0,134.0,268.0,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,PIT,"Pittsburgh, PA",PHL,"Philadelphia, PA",2025,8,F
1484.0,0.0,419.0,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,CLE,"Cleveland, OH",LGA,"New York, NY",2025,3,F
1484.0,0.0,542.0,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,BNA,"Nashville, TN",IAD,"Washington, DC",2025,5,F
1484.0,0.0,588.0,YX,Republic Airline,YX,Republic Airline,IND,"Indianapolis, IN",PHL,"Philadelphia, PA",2025,9,F
1485.0,0.0,919.0,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,AUS,"Austin, TX",IND,"Indianapolis, IN",2025,8,F
1486.0,0.0,726.0,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA",MSP,"Minneapolis, MN",2025,12,F
1486.0,0.0,904.0,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",MCI,"Kansas City, MO",2025,8,F
1486.0,0.0,1103.0,G4,Allegiant Air,G4,Allegiant Air,AUS,"Austin, TX",GRR,"Grand Rapids, MI",2025,5,F
1486.0,0.0,1553.0,G4,Allegiant Air,G4,Allegiant Air,CVG,"Cincinnati, OH",AZA,"Phoenix, AZ",2025,10,F
1487.0,0.0,476.0,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,IND,"Indianapolis, IN",IAD,"Washington, DC",2025,7,F
1488.0,0.0,515.0,G4,Allegiant Air,G4,Allegiant Air,CVG,"Cincinnati, OH",SAV,"Savannah, GA",2025,3,F
1488.0,0.0,904.0,G4,Allegiant Air,G4,Allegiant Air,DAY,"Dayton, OH",PGD,"Punta Gorda, FL",2025,10,F
1488.0,0.0,936.0,G4,Allegiant Air,G4,Allegiant Air,AUS,"Austin, TX",SRQ,"Sarasota/Bradenton, FL",2025,6,F
1489.0,0.0,876.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,IND,"Indianapolis, IN",SRQ,"Sarasota/Bradenton, FL",2025,6,F
1490.0,0.0,831.0,G4,Allegiant Air,G4,Allegiant Air,DAY,"Dayton, OH",PIE,"St. Petersburg, FL",2025,9,F
1491.0,0.0,201.0,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA",DTW,"Detroit, MI",2025,2,F
1492.0,0.0,264.0,AA,American Airlines Inc.,AA,American Airlines Inc.,CVG,"Cincinnati, OH",ORD,"Chicago, IL",2025,10,F
1493.0,0.0,442.0,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",2025,12,F
1494.0,0.0,942.0,YX,Republic Airline,YX,Republic Airline,BNA,"Nashville, TN",BOS,"Boston, MA",2025,9,F
1496.0,0.0,904.0,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",MCI,"Kansas City, MO",2025,7,F
1496.0,0.0,1388.0,G4,Allegiant Air,G4,Allegiant Air,BNA,"Nashville, TN",PVU,"Provo, UT",2025,6,F
1496.0,0.0,1865.0,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,CVG,"Cincinnati, OH",SAN,"San Diego, CA",2025,5,F
1497.0,0.0,562.0,MQ,Envoy Air,MQ,Envoy Air,BNA,"Nashville, TN",DCA,"Washington, DC",2025,9,F
1497.0,0.0,569.0,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH",EWR,"Newark, NJ",2025,5,F
1497.0,0.0,710.0,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,AUS,"Austin, TX",ECP,"Panama City, FL",2025,10,F
1497.0,0.0,904.0,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",MCI,"Kansas City, MO",2025,11,F
1497.0,0.0,958.0,G4,Allegiant Air,G4,Allegiant Air,CVG,"Cincinnati, OH",AUS,"Austin, TX",2025,10,F
1498.0,0.0,892.0,G4,Allegiant Air,G4,Allegiant Air,CVG,"Cincinnati, OH",PBI,"West Palm Beach/Palm Beach, FL",2025,7,F
1499.0,0.0,588.0,YX,Republic Airline,YX,Republic Airline,IND,"Indianapolis, IN",PHL,"Philadelphia, PA",2025,11,F
1501.0,0.0,810.0,G4,Allegiant Air,G4,Allegiant Air,PIT,"Pittsburgh, PA",SFB,"Sanford, FL",2025,10,F
1501.0,0.0,919.0,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,IND,"Indianapolis, IN",AUS,"Austin, TX",2025,6,F
1502.0,0.0,612.0,G4,Allegiant Air,G4,Allegiant Air,BNA,"Nashville, TN",PIE,"St. Petersburg, FL",2025,1,F
1503.0,0.0,646.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,RDU,"Raleigh/Durham, NC",ORD,"Chicago, IL",2025,5,F
1504.0,0.0,1900.0,G4,Allegiant Air,G4,Allegiant Air,CVG,"Cincinnati, OH",LAX,"Los Angeles, CA",2025,7,F
1505.0,0.0,878.0,G4,Allegiant Air,G4,Allegiant Air,PIT,"Pittsburgh, PA",PIE,"St. Petersburg, FL",2025,9,F
1505.0,0.0,952.0,G4,Allegiant Air,G4,Allegiant Air,PIT,"Pittsburgh, PA",PBI,"West Palm Beach/Palm Beach, FL",2025,5,F
1505.0,0.0,1435.0,G4,Allegiant Air,G4,Allegiant Air,BNA,"Nashville, TN",BZN,"Bozeman, MT",2025,3,F
1505.0,0.0,2136.0,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,PIT,"Pittsburgh, PA",LAX,"Los Angeles, CA",2025,5,F
1506.0,0.0,489.0,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,IND,"Indianapolis, IN",RDU,"Raleigh/Durham, NC",2025,9,F
1506.0,0.0,1590.0,G4,Allegiant Air,G4,Allegiant Air,IND,"Indianapolis, IN",LAS,"Las Vegas, NV",2025,10,F
1507.0,0.0,390.0,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",2025,9,F
1507.0,0.0,1678.0,G4,Allegiant Air,G4,Allegiant Air,CVG,"Cincinnati, OH",LAS,"Las Vegas, NV",2025,10,F
1507.0,0.0,1900.0,G4,Allegiant Air,G4,Allegiant Air,CVG,"Cincinnati, OH",LAX,"Los Angeles, CA",2025,6,F
1508.0,0.0,231.0,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,IND,"Indianapolis, IN",DTW,"Detroit, MI",2025,6,F
